planner,sampler,motionValidator,planning_time,pathlength,computationtime,failures,Timestamp
13,4,0,280.2908301696597,5000000.0,5000000.0,10.0,27792
20,0,0,87.24881551755782,5000000.0,5000000.0,10.0,48492
15,5,0,136.4746010417725,5000000.0,5000000.0,10.0,76971
8,3,0,107.26501454026837,5000000.0,5000000.0,10.0,97711
8,4,0,79.40317790310407,5000000.0,5000000.0,10.0,125486
9,0,0,55.78483821265169,5000000.0,5000000.0,10.0,146422
8,4,1,68.05500797922018,5000000.0,5000000.0,10.0,174208
20,3,0,218.3707116046655,5000000.0,5000000.0,10.0,195069
16,4,0,121.26110994080159,5000000.0,5000000.0,10.0,216103
7,0,1,106.4399425829469,5000000.0,5000000.0,10.0,237122
10,0,0,45.38102533733975,5000000.0,5000000.0,10.0,258263
9,4,0,112.26668580473651,5000000.0,5000000.0,10.0,286615
0,5,1,281.75217092017544,5000000.0,5000000.0,10.0,315695
5,1,0,130.4270944406091,5000000.0,5000000.0,10.0,337108
0,1,0,105.28859200947248,5000000.0,5000000.0,10.0,365520
20,0,0,193.9240823270669,5000000.0,5000000.0,10.0,387074
19,5,1,275.62880983061314,5000000.0,5000000.0,10.0,416311
9,3,1,192.81821020480098,5000000.0,5000000.0,10.0,437749
0,1,0,192.5998522067323,5000000.0,5000000.0,10.0,466802
12,4,1,122.79567463700495,5000000.0,5000000.0,10.0,488433
14,0,1,89.73270859229864,5000000.0,5000000.0,10.0,510196
6,5,0,168.1651447997001,5000000.0,5000000.0,10.0,538846
14,2,1,121.57205443067802,5000000.0,5000000.0,10.0,560732
0,5,1,179.6154636728794,5000000.0,5000000.0,10.0,590497
14,2,0,264.2547668738018,5000000.0,5000000.0,10.0,612064
19,2,1,129.0466087045461,5000000.0,5000000.0,10.0,633963
2,4,0,30.67404836616347,5000000.0,5000000.0,10.0,662952
15,0,1,279.7344563049384,5000000.0,5000000.0,10.0,685653
2,2,1,250.53472691483898,5000000.0,5000000.0,10.0,707602
11,2,0,79.42913492600718,5000000.0,5000000.0,10.0,736514
1,0,1,37.876611277329346,5000000.0,5000000.0,10.0,765591
11,0,1,90.25065036093247,5000000.0,5000000.0,10.0,794957
19,2,1,148.429020899069,5000000.0,5000000.0,10.0,817443
14,1,0,113.87517237232714,5000000.0,5000000.0,10.0,839574
6,4,1,286.3286683949091,5000000.0,5000000.0,10.0,869471
